ENSG,chromosome,orientation,gname,start,end
ENSG00000100100,chr22,-,PIK3IP1,31281593,31292534
ENSG00000173928,chr19,+,SWSAP1,11374685,11376951
ENSG00000146857,chr7,+,STRA8,135231979,135258492
ENSG00000137745,chr11,-,MMP13,102942995,102955734
ENSG00000100519,chr14,+,PSMC6,52707172,52728587
ENSG00000117724,chr1,+,CENPF,214603195,214664588
ENSG00000072803,chr5,-,FBXW11,171861549,172006873
ENSG00000087245,chr16,+,MMP2,55389700,55506691
ENSG00000171246,chr17,-,NPTX1,80467148,80477843
ENSG00000120088,chr17,+,CRHR1,45784280,45835828
ENSG00000004864,chr7,-,SLC25A13,96120220,96322147
ENSG00000232629,chr6,-,HLA-DQB2,32756098,32763534
ENSG00000111727,chr12,+,HCFC2,104064457,104106524
ENSG00000215218,chr5,+,UBE2QL1,6448623,6494909
ENSG00000204618,chr6,-,RNF39,30070266,30075887
ENSG00000146263,chr6,-,MMS22L,97142161,97283217
ENSG00000126259,chr19,+,KIRREL2,35855861,35867109
ENSG00000101413,chr20,+,RPRD1B,38033546,38127780
ENSG00000170260,chr7,+,ZNF212,149239651,149255609
ENSG00000112739,chr6,+,PRPF4B,4021267,4064983
ENSG00000124260,chrX,-,MAGEA10,152133310,152138578
ENSG00000205133,chr8,-,TRIQK,92883530,93017673
ENSG00000100242,chr22,-,SUN2,38734725,38794143
ENSG00000112414,chr6,+,ADGRG6,142301854,142446266
ENSG00000107562,chr10,-,CXCL12,44370165,44386493
ENSG00000106400,chr7,+,ZNHIT1,101217668,101224190
ENSG00000087269,chr4,-,NOP14,2937933,2963385
ENSG00000166143,chr15,-,PPP1R14D,40815445,40828709
ENSG00000147996,chr9,+,CBWD5,65668805,65734041
ENSG00000139641,chr12,+,ESYT1,56118250,56144671
ENSG00000279961,chr11,-,OR5R1,56417258,56418232
ENSG00000096088,chr6,-,PGC,41736711,41754109
ENSG00000047644,chrX,+,WWC3,10015562,10144478
ENSG00000196787,chr6,+,HIST1H2AG,27133042,27135291
ENSG00000213123,chr3,-,TCTEX1D2,196291219,196318299
ENSG00000072315,chrX,-,TRPC5,111774315,112082776
ENSG00000171864,chr20,+,PRND,4721910,4728460
ENSG00000066117,chr12,+,SMARCD1,50084972,50100712
ENSG00000124678,chr6,-,TCP11,35118071,35148610
ENSG00000083828,chr19,+,ZNF586,57769655,57819939
ENSG00000124171,chr20,+,PARD6B,50731544,50756795
ENSG00000174197,chr15,+,MGA,41621224,41773081
ENSG00000172890,chr11,+,NADSYN1,71453109,71524107
ENSG00000197102,chr14,+,DYNC1H1,101964528,102050792
ENSG00000106635,chr7,-,BCL7B,73536356,73558002
ENSG00000173153,chr11,+,ESRRA,64305572,64316743
ENSG00000197213,chr19,-,ZSCAN5B,56189570,56197920
ENSG00000100012,chr22,-,SEC14L3,30447959,30472049
ENSG00000172365,chr11,-,OR5B2,58422265,58423313
ENSG00000129250,chr17,+,KIF1C,4997948,5028401
ENSG00000105122,chr19,-,RASAL3,15451624,15464571
ENSG00000109339,chr4,-,MAPK10,86015123,86594131
ENSG00000023171,chr11,+,GRAMD1B,123454398,123627774
ENSG00000165055,chr7,+,METTL2B,128476729,128506602
ENSG00000182759,chr8,-,MAFA,143419182,143430406
ENSG00000101448,chr20,-,EPPIN,45540626,45547752
ENSG00000198517,chr7,+,MAFK,1530714,1543043
ENSG00000214113,chr6,-,LYRM4,5102593,5260939
ENSG00000138942,chr22,+,RNF185,31160183,31207019
ENSG00000159753,chr16,+,RLTPR,67644919,67657569
ENSG00000030304,chr9,+,MUSK,110668771,110801620
ENSG00000213145,chr14,+,CRIP1,105486317,105488947
ENSG00000204344,chr6,+,STK19,31971091,31982821
ENSG00000117153,chr1,-,KLHL12,202891100,202928636
ENSG00000169385,chr14,+,RNASE2,20955452,20956436
ENSG00000186088,chr7,-,GSAP,77310751,77416400
ENSG00000104055,chr15,-,TGM5,43232595,43266857
ENSG00000154096,chr11,-,THY1,119417378,119424985
ENSG00000113615,chr5,+,SEC24A,134648789,134727823
ENSG00000186912,chrX,-,P2RY4,70258170,70259764
ENSG00000138386,chr2,+,NAB1,190646746,190692766
ENSG00000151065,chr12,-,DCP1B,1946054,2004535
ENSG00000172534,chrX,-,HCFC1,153947553,153971807
ENSG00000182330,chr1,-,PRAMEF8,13281035,13285174
ENSG00000086730,chr7,+,LAT2,74199652,74229834
ENSG00000196660,chr1,-,SLC30A10,219685427,219958647
ENSG00000115756,chr2,+,HPCAL1,10302889,10427617
ENSG00000111640,chr12,+,GAPDH,6533927,6538374
ENSG00000109991,chr11,+,P2RX3,57338374,57370600
ENSG00000185883,chr16,+,ATP6V0C,2513870,2520218
ENSG00000160999,chr7,+,SH2B2,102285091,102321711
ENSG00000013561,chr5,+,RNF14,141958328,141990291
ENSG00000109919,chr11,-,MTCH2,47617315,47642623
ENSG00000146859,chr7,+,TMEM140,135148072,135166215
ENSG00000183134,chr11,-,PTGDR2,60850940,60855971
ENSG00000138135,chr10,-,CH25H,89205629,89207314
ENSG00000091136,chr7,-,LAMB1,107923799,108003255
ENSG00000170632,chr7,+,ARMC10,103074881,103099764
ENSG00000134317,chr2,+,GRHL1,9951693,10002277
ENSG00000181752,chr11,-,OR8K5,56159394,56160317
ENSG00000160339,chr9,+,FCN2,134880812,134887520
ENSG00000146731,chr7,+,CCT6A,56051630,56063989
ENSG00000110880,chr12,-,CORO1C,108645109,108731596
ENSG00000180697,chr3,-,C3orf22,126526999,126558965
ENSG00000170790,chr11,+,OR10A2,6869693,6870745
ENSG00000198563,chr6,-,DDX39B,31530219,31542448
ENSG00000179314,chr17,+,WSCD1,5772234,6124427
ENSG00000123636,chr2,-,BAZ2B,159318979,159616692
ENSG00000169006,chr2,-,NTSR2,11658178,11670164
ENSG00000205476,chr14,-,CCDC85C,99500180,99604026
ENSG00000213390,chr10,-,ARHGAP19,97222173,97292673
ENSG00000256463,chr18,+,SALL3,78980275,79002677
ENSG00000185946,chr1,+,RNPC3,103525691,103555239
ENSG00000173110,chr1,+,HSPA6,161524540,161526910
ENSG00000154229,chr17,+,PRKCA,66302636,66810743
ENSG00000145781,chr5,+,COMMD10,116084991,116412762
ENSG00000116996,chr1,-,ZP4,237877864,237890922
ENSG00000165389,chr14,-,SPTSSA,34432789,34462356
ENSG00000213190,chr1,+,MLLT11,151057758,151068497
ENSG00000105639,chr19,-,JAK3,17824780,17848071
ENSG00000154589,chr8,+,LY96,73991352,74029087
ENSG00000168267,chr10,+,PTF1A,23192327,23194252
ENSG00000122122,chrX,+,SASH3,129779979,129795201
ENSG00000170782,chr11,+,OR10A4,6876625,6877619
ENSG00000196576,chr22,-,PLXNB2,50274979,50307627
ENSG00000188199,chr10,+,NUTM2B,79703227,79714681
ENSG00000158055,chr1,+,GRHL3,24319322,24364482
ENSG00000143226,chr1,+,FCGR2A,161505430,161524013
ENSG00000166368,chr11,-,OR2D2,6891490,6892599
ENSG00000158483,chr11,+,FAM86C1,71787510,71801236
ENSG00000150477,chr18,+,KIAA1328,36829106,37232172
ENSG00000141378,chr17,-,PTRH2,59674636,59707626
ENSG00000183795,chrY,+,BPY2B,24607560,24639207
ENSG00000138069,chr2,-,RAB1A,65070701,65130106
ENSG00000186458,chr20,+,DEFB132,257736,261096
ENSG00000221838,chr7,+,AP4M1,100101549,100110345
ENSG00000187531,chr17,-,SIRT7,81911939,81921323
ENSG00000133110,chr13,-,POSTN,37562583,37598844
ENSG00000197580,chr11,+,BCO2,112175467,112224699
ENSG00000196814,chr9,+,MVB12B,126326849,126507041
ENSG00000165181,chr9,-,C9orf84,111686173,111795008
ENSG00000004975,chr17,-,DVL2,7225341,7234545
ENSG00000115363,chr2,-,EVA1A,75469302,75569722
ENSG00000010322,chr3,+,NISCH,52455118,52493071
ENSG00000163872,chr3,+,YEATS2,183697818,183812625
ENSG00000082516,chr5,-,GEMIN5,154887416,154938209
ENSG00000111731,chr12,-,C2CD5,22448583,22544546
ENSG00000180251,chr2,+,SLC9A4,102473303,102533972
ENSG00000072840,chr4,+,EVC,5711197,5814305
ENSG00000023330,chr3,+,ALAS1,52198086,52214327
ENSG00000187961,chr1,+,KLHL17,960587,965715
ENSG00000155189,chr8,+,AGPAT5,6708357,6759666
ENSG00000204544,chr6,+,MUC21,30983718,30989903
ENSG00000014164,chr8,-,ZC3H3,143437655,143541453
ENSG00000171495,chr5,-,MROH2B,40998017,41071342
ENSG00000144028,chr2,-,SNRNP200,96274336,96305515
ENSG00000139410,chr12,+,SDSL,113422237,113438276
ENSG00000178343,chr4,+,SHISA3,42397839,42402487
ENSG00000162236,chr11,-,STX5,62806897,62832088
ENSG00000131409,chr19,-,LRRC4B,50516892,50568045
ENSG00000204889,chr17,-,KRT40,40977716,40987135
ENSG00000171827,chr19,+,ZNF570,37467585,37488652
ENSG00000155368,chr2,+,DBI,119366921,119372560
ENSG00000163412,chr3,-,EIF4E3,71675416,71754773
ENSG00000106028,chr7,+,SSBP1,141738321,141787922
ENSG00000225932,chr7,+,CTAGE4,144183466,144186053
ENSG00000177673,chr2,+,C2orf57,231592901,231594283
ENSG00000196549,chr3,+,MME,155024124,155183729
ENSG00000169100,chrX,-,SLC25A6,1386152,1392724
ENSG00000171443,chr19,+,ZNF524,55600022,55603138
ENSG00000175105,chr3,+,ZNF654,88139104,88144665
ENSG00000203872,chr6,+,C6orf163,87344849,87365463
ENSG00000100941,chr14,+,PNN,39175183,39183218
ENSG00000101200,chr20,-,AVP,3082556,3084724
ENSG00000179943,chr19,-,FIZ1,55591371,55601970
ENSG00000123268,chr12,+,ATF1,50763710,50821122
ENSG00000159674,chr4,-,SPON2,1166932,1208962
ENSG00000129521,chr14,-,EGLN3,33924231,34462774
ENSG00000204217,chr2,+,BMPR2,202376936,202567751
ENSG00000177688,chr6,+,SUMO4,149400227,149401292
ENSG00000106258,chr7,-,CYP3A5,99648194,99679998
ENSG00000000938,chr1,-,FGR,27612064,27635277
ENSG00000144583,chr2,-,MARCH4,216257865,216372027
ENSG00000122692,chr9,-,SMU1,33041764,33076659
ENSG00000048462,chr16,+,TNFRSF17,11965107,11968068
ENSG00000164411,chr6,-,GJB7,87282978,87329278
ENSG00000102967,chr16,+,DHODH,72008588,72027664
ENSG00000156298,chrX,+,TSPAN7,38561370,38688920
ENSG00000047346,chr15,-,FAM214A,52581317,52709817
ENSG00000108106,chr19,-,UBE2S,55399745,55407777
ENSG00000129351,chr19,+,ILF3,10654261,10692417
ENSG00000088002,chr19,+,SULT2B1,48552075,48599425
ENSG00000103152,chr16,+,MPG,77007,85853
ENSG00000178573,chr16,-,MAF,79585843,79600714
ENSG00000103978,chr15,-,TMEM87A,42210452,42273663
ENSG00000144230,chr2,+,GPR17,127645864,127652639
ENSG00000112812,chr6,+,PRSS16,27247701,27256624
ENSG00000237038,chr8,-,USP17L8,7971661,7977985
ENSG00000113211,chr5,+,PCDHB6,141150022,141153287
ENSG00000121318,chr12,-,TAS2R10,10825317,10826358
ENSG00000154146,chr11,+,NRGN,124739846,124747210
ENSG00000090932,chr19,+,DLL3,39498895,39508481
ENSG00000259384,chr17,-,GH1,63917200,63918838
ENSG00000204099,chr2,+,NEU4,241808825,241817413
ENSG00000155256,chr10,+,ZFYVE27,97737121,97760907
ENSG00000118432,chr6,-,CNR1,88139864,88166359
ENSG00000173838,chr17,-,MARCH10,62701314,62808344
ENSG00000105497,chr19,+,ZNF175,51571298,51592508
ENSG00000138109,chr10,+,CYP2C9,94938658,94989390
ENSG00000173728,chr1,+,C1orf100,244352635,244389663
ENSG00000198198,chr1,+,SZT2,43389882,43452650
ENSG00000221823,chr2,-,PPP3R1,68178857,68256237
ENSG00000008118,chr1,+,CAMK1G,209583717,209613938
ENSG00000239697,chr17,+,TNFSF12,7548891,7557890
ENSG00000085265,chr9,-,FCN1,134905890,134917963
ENSG00000262919,chrX,-,FAM58A,153587919,153600045
ENSG00000139832,chr13,-,RAB20,110523066,110561733
ENSG00000163959,chr3,+,SLC51A,196211487,196243178
ENSG00000173039,chr11,-,RELA,65653596,65663094
ENSG00000260916,chr15,-,CCPG1,55340032,55408510
ENSG00000112062,chr6,+,MAPK14,36027677,36111236
ENSG00000242019,chr19,+,KIR3DL3,54724479,54736536
ENSG00000226288,chr11,+,OR52I2,4586791,4587905
ENSG00000028137,chr1,+,TNFRSF1B,12167003,12209228
ENSG00000138442,chr2,-,WDR12,202874782,203014798
ENSG00000231887,chr12,-,PRH1,10824960,11171544
ENSG00000179921,chr2,+,GPBAR1,218259496,218263859
ENSG00000182327,chr17,+,GLTPD2,4788959,4790390
ENSG00000095485,chr10,-,CWF19L1,100232298,100267680
ENSG00000196368,chrX,-,NUDT11,51490011,51496596
ENSG00000225327,chr8,-,USP17L3,7976393,7977985
ENSG00000188626,chr15,-,GOLGA8M,28701954,28738384
ENSG00000130725,chr19,-,UBE2M,58555712,58558960
ENSG00000143842,chr1,+,SOX13,204073115,204127743
ENSG00000162600,chr1,-,OMA1,58415384,58546802
ENSG00000171873,chr20,-,ADRA1D,4220631,4249074
ENSG00000213413,chr7,+,PVRIG,100218241,100221490
ENSG00000055147,chr5,-,FAM114A2,153990128,154038936
ENSG00000262484,chr19,-,CCER2,38908980,38912158
ENSG00000135114,chr12,-,OASL,121019111,121039242
ENSG00000115107,chr2,+,STEAP3,119223831,119265652
ENSG00000188674,chr2,-,C2orf80,208165343,208190073
ENSG00000011258,chr17,-,MBTD1,51177425,51260163
ENSG00000183918,chrX,+,SH2D1A,124227868,124373197
ENSG00000160505,chr19,+,NLRP4,55836578,55881854
ENSG00000164176,chr5,-,EDIL3,83940554,84384793
ENSG00000167311,chr11,-,ART5,3638503,3642316
ENSG00000041880,chr3,+,PARP3,51942345,51948867
ENSG00000163792,chr2,+,TCF23,27149004,27156974
ENSG00000156218,chr15,+,ADAMTSL3,83654086,84039842
ENSG00000158458,chr5,-,NRG2,139846779,140043299
ENSG00000144559,chr3,-,TAMM41,11790442,11846919
ENSG00000278889,chr9,-,OR2S2,35957108,35958154
ENSG00000119685,chr14,+,TTLL5,75633625,75955078
ENSG00000213341,chr10,-,CHUK,100188298,100229619
ENSG00000169154,chr8,-,GOT1L1,37934281,37940129
ENSG00000169026,chr4,-,MFSD7,681829,689441
ENSG00000129946,chr19,-,SHC2,416583,460996
ENSG00000113068,chr5,-,PFDN1,140245039,140303121
ENSG00000196230,chr6,+,TUBB,30720201,30725426
ENSG00000162078,chr16,+,ZG16B,2830169,2839585
ENSG00000165417,chr14,-,GTF2A1,81175452,81221377
ENSG00000137868,chr15,-,STRA6,74179466,74212267
ENSG00000123575,chrX,+,FAM199X,104166620,104195902
ENSG00000171606,chr19,+,ZNF274,58183029,58213562
ENSG00000126247,chr19,+,CAPNS1,36139575,36150353
ENSG00000235173,chr8,+,HGH1,144137769,144140843
ENSG00000123427,chr12,+,METTL21B,57771492,57782798
ENSG00000206150,chr14,-,RNASE13,21032820,21034785
ENSG00000006625,chr7,-,GGCT,30496621,30504844
ENSG00000126878,chr9,+,AIF1L,131096476,131123152
ENSG00000178297,chr19,+,TMPRSS9,2389771,2426239
ENSG00000103381,chr16,-,CPPED1,12659799,12804017
ENSG00000170275,chr3,+,CRTAP,33113979,33147773
ENSG00000113742,chr5,+,CPEB4,173888280,173961976
ENSG00000158485,chr1,-,CD1B,158327951,158331531
ENSG00000163528,chr3,-,CHCHD4,14112077,14124870
ENSG00000138594,chr15,+,TMOD3,51829628,51947295
ENSG00000186971,chr21,+,KRTAP13-4,30430230,30431026
ENSG00000161405,chr17,-,IKZF3,39757715,39864188
ENSG00000185414,chr2,+,MRPL30,99181079,99197626
ENSG00000079246,chr2,+,XRCC5,216107464,216206303
ENSG00000146109,chr6,+,ABT1,26596952,26600744
ENSG00000166813,chr15,-,KIF7,89608789,89655451
ENSG00000163950,chr4,-,SLBP,1692800,1712555
ENSG00000178741,chr15,-,COX5A,74919791,74938168
ENSG00000160193,chr21,-,WDR4,42843094,42879568
ENSG00000158006,chr1,-,PAFAH2,25959767,25998157
ENSG00000111732,chr12,-,AICDA,8602166,8612871
ENSG00000256683,chr19,-,ZNF350,51964343,51986856
ENSG00000161640,chr19,-,SIGLEC11,49948985,49961172
ENSG00000176896,chrX,+,TCEANC,13653189,13681964
ENSG00000105258,chr19,-,POLR2I,36113710,36115346
ENSG00000197893,chr10,-,NRAP,113588716,113664127
ENSG00000124374,chr2,-,PAIP2B,71182739,71227083
ENSG00000101911,chrX,+,PRPS2,12791355,12824222
ENSG00000176165,chr14,+,FOXG1,28765388,28770277
ENSG00000116106,chr2,-,EPHA4,221418027,221574202
ENSG00000132801,chr20,+,ZSWIM3,45857617,45879122
ENSG00000189167,chr13,-,ZAR1L,32303700,32315344
ENSG00000111843,chr6,+,TMEM14C,10722915,10731129
ENSG00000182168,chr4,-,UNC5C,95162504,95549206
ENSG00000147955,chr9,-,SIGMAR1,34634722,34637809
ENSG00000105649,chr19,-,RAB3A,18196784,18204074
ENSG00000187266,chr19,-,EPOR,11377205,11384342
ENSG00000143921,chr2,+,ABCG8,43838964,43878466
ENSG00000114331,chr3,-,ACAP2,195274736,195443078
ENSG00000124688,chr6,+,MAD2L1BP,43629540,43640952
ENSG00000104904,chr19,+,OAZ1,2269509,2273490
ENSG00000232070,chr14,+,TMEM253,21098937,21103724
ENSG00000165521,chr14,-,EML5,88612431,88792752
ENSG00000171102,chr9,-,OBP2B,133205277,133209250
ENSG00000197555,chr14,+,SIPA1L1,71320449,71741229
ENSG00000169488,chr14,+,OR4K15,19975444,19976659
ENSG00000137460,chr4,+,FHDC1,152936352,152979696
ENSG00000141522,chr17,-,ARHGDIA,81867721,81871406
ENSG00000161835,chr12,+,GRASP,52006940,52015889
ENSG00000107731,chr10,+,UNC5B,71212570,71302864
ENSG00000146856,chr7,+,AGBL3,134986508,135147963
ENSG00000205571,chr5,+,SMN2,70049612,70078522
ENSG00000181619,chr14,-,GPR135,59429022,59465342
ENSG00000141485,chr17,-,SLC13A5,6684713,6713567
ENSG00000111711,chr12,+,GOLT1B,21501781,21518408
ENSG00000183779,chr8,+,ZNF703,37695751,37700021
ENSG00000135678,chr12,-,CPM,68842197,68971570
ENSG00000042832,chr8,+,TG,132866958,133134903
ENSG00000139842,chr13,+,CUL4A,113208193,113267108
ENSG00000161328,chr11,+,LRRC56,537527,554916
ENSG00000137404,chr6,-,NRM,30688047,30691420
ENSG00000079385,chr19,-,CEACAM1,42507304,42561234
ENSG00000047457,chr3,-,CP,149162410,149222055
ENSG00000214891,chr11,-,TRIM64C,49053714,49059112
ENSG00000124593,chr6,+,PRICKLE4,41780349,41790141
ENSG00000256436,chr12,-,TAS2R31,11030387,11031407
ENSG00000107077,chr9,+,KDM4C,6757641,7175648
ENSG00000101216,chr20,-,GMEB2,63587602,63627041
ENSG00000111752,chr12,+,PHC1,8913896,8941467
ENSG00000198431,chr12,+,TXNRD1,104215779,104350305
ENSG00000153044,chr5,+,CENPH,69189548,69210357
ENSG00000171119,chr19,+,NRTN,5823802,5828324
ENSG00000133105,chr13,+,RXFP2,31739542,31803388
ENSG00000186143,chr2,-,PRR30,27136848,27139410
ENSG00000204463,chr6,-,BAG6,31639028,31652705
ENSG00000134897,chr13,+,BIVM,102799049,102841535
ENSG00000177595,chr11,-,PIDD1,799179,809753
ENSG00000182704,chr11,+,TSKU,76782251,76798154
ENSG00000119285,chr1,-,HEATR1,236549005,236604504
ENSG00000155827,chr9,+,RNF20,101533851,101563344
ENSG00000116396,chr1,+,KCNC4,110211343,110283100
ENSG00000060971,chr3,-,ACAA1,38103129,38137242
ENSG00000105171,chr19,+,POP4,29604017,29617237
ENSG00000196224,chr11,-,KRTAP5-3,1607565,1608463
ENSG00000164122,chr4,-,ASB5,176213673,176277571
ENSG00000178358,chr11,+,OR2D3,6920974,6922043
ENSG00000159259,chr21,+,CHAF1B,36385378,36419015
ENSG00000151689,chr2,+,INPP1,190343470,190371665
ENSG00000242441,chr2,+,GTF2A1L,48617798,48733148
ENSG00000116014,chr19,+,KISS1R,917287,921015
ENSG00000099308,chr19,+,MAST3,18097793,18151692
ENSG00000111801,chr6,+,BTN3A3,26440472,26453415
ENSG00000204524,chr19,+,ZNF805,57240685,57255135
ENSG00000037474,chr5,-,NSUN2,6599239,6633291
ENSG00000151651,chr10,-,ADAM8,133262403,133276868
ENSG00000181963,chr11,+,OR52K2,4449295,4450361
ENSG00000181195,chr8,-,PENK,56436674,56446734
ENSG00000204001,chr9,-,LCN8,136754386,136758543
ENSG00000151033,chr10,-,LYZL2,30611779,30629762
ENSG00000146267,chr6,-,FAXC,99271169,99350062
ENSG00000162981,chr2,+,FAM84A,14632686,14650814
ENSG00000170619,chr8,-,COMMD5,144841042,144853736
ENSG00000071462,chr7,+,WBSCR22,73683025,73705161
ENSG00000102904,chr16,+,TSNAXIP1,67806765,67832148
ENSG00000105707,chr19,+,HPN,35040506,35066571
ENSG00000143418,chr1,-,CERS2,150960583,150975004
ENSG00000165071,chr8,-,TMEM71,132685007,132760712
ENSG00000112232,chr6,-,KHDRBS2,61679960,62286227
ENSG00000277224,chr6,+,HIST1H2BF,26199520,26200715
ENSG00000145949,chr6,-,MYLK4,2663629,2750966
ENSG00000164488,chr6,-,DACT2,168292830,168319754
ENSG00000007376,chr16,-,RPUSD1,784974,788397
ENSG00000123739,chr4,-,PLA2G12A,109709989,109730077
ENSG00000152093,chr2,+,CFC1B,130521197,130528604
ENSG00000024048,chr6,+,UBR2,42564062,42693504
ENSG00000183579,chr22,+,ZNRF3,28883592,29057487
ENSG00000167011,chr7,-,NAT16,101170493,101180276
ENSG00000204501,chr1,+,PRAMEF15,13303509,13322598
ENSG00000101104,chr20,+,PABPC1L,44910062,44959035
ENSG00000121310,chr1,-,ECHDC2,52895910,52927212
ENSG00000104626,chr8,+,ERI1,9002147,9116746
ENSG00000239998,chr19,+,LILRA2,54572920,54590287
ENSG00000072832,chr4,-,CRMP1,5748084,5893058
ENSG00000203747,chr1,-,FCGR3A,161541759,161550737
ENSG00000159423,chr1,-,ALDH4A1,18871430,18902781
ENSG00000168993,chr4,-,CPLX1,784957,826198
ENSG00000151692,chr2,+,RNF144A,6917392,7068286
ENSG00000145194,chr3,+,ECE2,184249650,184293031
ENSG00000162438,chr1,+,CTRC,15438439,15449242
ENSG00000121152,chr2,+,NCAPH,96335787,96373845
ENSG00000114757,chr3,-,PEX5L,179794958,180037053
ENSG00000144857,chr3,+,BOC,113211003,113287459
ENSG00000180104,chr5,+,EXOC3,443158,471937
ENSG00000141367,chr17,+,CLTC,59619689,59696956
ENSG00000184939,chr16,+,ZFP90,68530090,68576072
ENSG00000134321,chr2,+,RSAD2,6865806,6898239
ENSG00000175582,chr11,-,RAB6A,73675638,73761137
ENSG00000125744,chr19,-,RTN2,45485289,45497061
ENSG00000055208,chr6,+,TAB2,149218641,149411613
ENSG00000205531,chr11,-,NAP1L4,2944431,2992377
ENSG00000125968,chr20,+,ID1,31605283,31606515
ENSG00000149054,chr11,+,ZNF215,6926404,6984632
ENSG00000197057,chr4,+,DTHD1,36281622,36345756
ENSG00000128513,chr7,-,POT1,124822386,124929983
ENSG00000189292,chr2,-,FAM150B,279558,288851
ENSG00000167614,chr19,+,TTYH1,54415219,54436900
ENSG00000215252,chr15,-,GOLGA8B,34525207,34588503
ENSG00000105696,chr19,+,TMEM59L,18607430,18621039
ENSG00000117318,chr1,-,ID3,23557918,23559794
ENSG00000181163,chr5,+,NPM1,171387116,171411137
ENSG00000206107,chr21,-,KRTAP27-1,30337013,30337694
ENSG00000169016,chr2,-,E2F6,11444375,11466177
ENSG00000213231,chr14,+,TCL1B,95686417,95692643
ENSG00000159650,chr3,-,UROC1,126481281,126517773
ENSG00000135973,chr2,+,GPR45,105241743,105243049
ENSG00000172215,chr3,+,CXCR6,45940933,45948353
ENSG00000101096,chr20,-,NFATC2,51386957,51562831
ENSG00000161082,chr19,+,CELF5,3224703,3297076
ENSG00000166444,chr11,-,ST5,8693351,8910951
ENSG00000131037,chr19,+,EPS8L1,55072020,55087923
ENSG00000029639,chr6,-,TFB1M,155257509,155314493
ENSG00000105202,chr19,-,FBL,39834458,39846414
ENSG00000198901,chr15,-,PRC1,90966038,90995629
ENSG00000275793,chr22,-,RIMBP3,18605815,18611919
ENSG00000156500,chrX,+,FAM122C,134796789,134854610
ENSG00000196655,chr11,+,TRAPPC4,119018432,119025454
ENSG00000136603,chr3,+,SKIL,170357678,170396835
ENSG00000174437,chr12,+,ATP2A2,110280756,110351093
ENSG00000213420,chr7,-,GPC2,100169606,100177372
ENSG00000185347,chr14,+,C14orf80,105489855,105499575
ENSG00000177034,chr5,-,MTX3,79976731,79991262
ENSG00000113593,chr5,+,PPWD1,65563236,65587549
ENSG00000137142,chr9,-,IGFBPL1,38408994,38424447
ENSG00000163608,chr3,-,C3orf17,113002440,113019861
ENSG00000135605,chr4,-,TEC,48135783,48269864
ENSG00000124159,chr20,-,MATN4,45293445,45308529
ENSG00000172379,chr15,+,ARNT2,80404350,80597937
ENSG00000150776,chr11,+,C11orf57,112074086,112085150
ENSG00000179709,chr19,+,NLRP8,55947832,55988629
ENSG00000172803,chr11,+,SNX32,65833641,65856896
ENSG00000130741,chrX,+,EIF2S3,24054716,24077971
ENSG00000171823,chr12,-,FBXL14,1565993,1594165
ENSG00000164099,chr4,-,PRSS12,118280038,118353003
ENSG00000105088,chr19,-,OLFM2,9853718,9936552
ENSG00000172362,chr11,-,OR5B12,58439120,58440173
ENSG00000162378,chr1,+,ZYG11B,52726467,52827342
ENSG00000124251,chr20,-,TP53TG5,45372563,45407889
ENSG00000188649,chr10,+,CC2D2B,96000091,96032684
ENSG00000170471,chr20,+,RALGAPB,38472816,38578861
ENSG00000129355,chr19,-,CDKN2D,10566462,10569059
ENSG00000154743,chr3,+,TSEN2,12484432,12539623
ENSG00000072694,chr1,+,FCGR2B,161663147,161678654
ENSG00000129295,chr8,-,LRRC6,132571953,132675617
ENSG00000165392,chr8,+,WRN,31033801,31173769
ENSG00000143502,chr1,-,SUSD4,223220819,223364202
ENSG00000110934,chr12,-,BIN2,51281038,51324668
ENSG00000162069,chr16,-,CCDC64B,3027682,3036926
ENSG00000149923,chr16,+,PPP4C,30075978,30085377
ENSG00000137834,chr15,+,SMAD6,66702228,66782848
ENSG00000121858,chr3,-,TNFSF10,172505508,172523507
ENSG00000148908,chr10,-,RGS10,119499828,119542708
ENSG00000182179,chr3,-,UBA7,49805207,49813946
ENSG00000138834,chr16,+,MAPK8IP3,1706183,1770317
ENSG00000112234,chr6,-,FBXL4,98868538,98948006
ENSG00000105219,chr19,-,CNTD2,40222208,40226690
ENSG00000179163,chr1,-,FUCA1,23845077,23868294
ENSG00000182512,chr14,+,GLRX5,95533503,95544724
ENSG00000165733,chr10,+,BMS1,42782801,42834937
ENSG00000130254,chr19,-,SAFB2,5586999,5624046
ENSG00000108039,chr10,-,XPNPEP1,109864766,109923553
ENSG00000173452,chr7,-,TMEM196,19719310,19773598
ENSG00000140287,chr15,-,HDC,50241947,50266026
ENSG00000165282,chr9,-,PIGO,35088688,35096601
ENSG00000275700,chr17,+,AATF,36948875,37056871
ENSG00000110243,chr11,-,APOA5,116789367,116792420
ENSG00000075234,chr22,+,TTC38,46267961,46294008
ENSG00000068724,chr2,+,TTC7A,46916157,47076137
ENSG00000125735,chr19,-,TNFSF14,6661253,6670588
ENSG00000121406,chr19,+,ZNF549,57527325,57557542
ENSG00000205502,chr15,-,C2CD4B,62163535,62165283
ENSG00000035687,chr1,-,ADSS,244408494,244452134
ENSG00000155090,chr8,-,KLF10,102648779,102655902
ENSG00000174780,chr4,+,SRP72,56466915,56503680
ENSG00000118308,chr12,+,LRMP,25021002,25108334
ENSG00000180329,chr17,-,CCDC43,44673069,44689779
