chromosome,start,end,orientation,name,wbid,gname
chrIV,16320090,16320474,-,K03D3.5,WBGene00010531,
chrV,17508767,17510188,+,K03D7.11,WBGene00005779,srw-32
chrV,17506563,17508480,+,K03D7.2,WBGene00005778,srw-31
chrV,17497393,17498971,+,K03D7.4,WBGene00005467,srh-261
chrV,17494280,17496145,-,K03D7.6,WBGene00005337,srh-118
chrV,17491629,17493806,-,K03D7.7,WBGene00010534,fbxa-102
chrV,17489476,17491583,-,K03D7.8,WBGene00010535,
chrV,17487320,17488807,-,K03D7.9,WBGene00010536,
chrI,3427179,3433095,+,K03E5.1,WBGene00019360,neto-1
chrI,3419475,3424213,+,K03E5.2,WBGene00019361,
chrI,3408035,3415072,+,K03E5.3,WBGene00019362,cdk-2
chrX,1074221,1079336,+,K03E6.1,WBGene00002988,lim-6
chrX,1054211,1056686,+,K03E6.3,WBGene00003565,ncs-3
chrX,1066786,1069030,-,K03E6.4,WBGene00019364,mksr-1
chrX,1057548,1062444,-,K03E6.5,WBGene00006741,unc-1
chrX,1079420,1080650,-,K03E6.6,WBGene00003991,pfn-3
chrX,1084219,1088147,-,K03E6.7,WBGene00019365,
chrIII,6509646,6514715,-,K03F8.2,WBGene00000044,acr-5
chrIII,9943152,9944673,-,K03H1.1,WBGene00001603,gln-2
chrIII,9923084,9924705,+,K03H1.10,WBGene00010545,
chrIII,9950824,9951875,-,K03H1.11,WBGene00010546,
chrIII,9941557,9942260,+,K03H1.12,WBGene00010547,
chrIII,9947700,9950191,-,K03H1.13,WBGene00044903,
chrIII,9951968,9956127,-,K03H1.2,WBGene00003389,mog-1
chrIII,9925470,9926583,-,K03H1.3,WBGene00010538,ttr-3
chrIII,9927644,9928919,+,K03H1.4,WBGene00010539,ttr-2
chrIII,9932308,9939625,+,K03H1.5,WBGene00010540,
chrIII,9928972,9930367,+,K03H1.6,WBGene00010541,ttr-1
chrIII,9946984,9948017,+,K03H1.7,WBGene00010542,
chrIII,9940683,9941376,-,K03H1.9,WBGene00010544,
chrV,13152880,13154010,+,K03H4.2,WBGene00010549,
chrIV,1523717,1526205,+,K03H6.1,WBGene00019367,
chrIV,1510563,1515301,+,K03H6.2,WBGene00019368,
chrIV,1517863,1521323,-,K03H6.4,WBGene00019369,
chrIV,1527220,1536397,-,K03H6.5,WBGene00019370,
chrIV,1515527,1516626,-,K03H6.7,WBGene00044719,clec-172
chrII,6431229,6431843,+,K03H9.1,WBGene00019371,
chrII,6426261,6427481,+,K03H9.2,WBGene00000651,col-75
chrII,6423080,6424779,+,K03H9.3,WBGene00019372,
chrV,6566319,6568730,+,K04A8.1,WBGene00019373,
chrV,6568937,6570865,-,K04A8.10,WBGene00019379,
chrV,6562031,6564164,+,K04A8.2,WBGene00019374,
chrV,6553997,6560179,+,K04A8.3,WBGene00019375,
chrV,6552331,6554069,+,K04A8.4,WBGene00006665,twk-10
chrV,6550154,6551800,+,K04A8.5,WBGene00019376,lipl-4
chrV,6533598,6538045,-,K04A8.6,WBGene00001089,dre-1
chrV,6556636,6558293,-,K04A8.8,WBGene00005005,spp-20
chrV,6558749,6561508,-,K04A8.9,WBGene00005004,spp-19
chrII,14417812,14424815,-,K04B12.1,WBGene00004048,plx-2
chrII,14434376,14438901,-,K04B12.2,WBGene00010550,
chrII,14441359,14447143,+,K04B12.3,WBGene00010551,smg-8
chrX,14233875,14235216,-,K04C1.1,WBGene00005194,srg-37
chrX,14238639,14241269,+,K04C1.2,WBGene00010552,
chrX,14241500,14243328,-,K04C1.3,WBGene00010553,
chrX,14245663,14246542,-,K04C1.4,WBGene00010554,mlc-6
chrX,14247983,14249779,+,K04C1.5,WBGene00010555,
chrX,14229599,14230807,-,K04C1.6,WBGene00005193,srg-36
chrIII,6889720,6895039,+,K04C2.2,WBGene00019380,
chrIII,6872994,6873676,+,K04C2.3,WBGene00019381,
chrIII,6885148,6889469,-,K04C2.4,WBGene00000265,brd-1
chrIII,6890932,6891628,-,K04C2.5,WBGene00019382,
chrIII,6884449,6884973,+,K04C2.6,WBGene00003181,med-2
chrIII,6882186,6883720,+,K04C2.7,WBGene00044311,
chrIII,6870282,6871071,+,K04C2.8,WBGene00044312,
chrIV,10176656,10178077,+,K04D7.1,WBGene00010556,rack-1
chrIV,10177944,10180285,+,K04D7.2,WBGene00010557,mspn-1
chrIV,10180636,10183937,+,K04D7.3,WBGene00001794,gta-1
chrIV,10183783,10194402,-,K04D7.4,WBGene00010558,ptp-4
chrIV,10197798,10202987,+,K04D7.5,WBGene00001653,gon-4
chrIV,10204206,10206051,-,K04D7.6,WBGene00010559,
chrX,6461992,6463191,+,K04E7.1,WBGene00019383,
chrX,6456650,6461833,+,K04E7.2,WBGene00003877,pept-1
chrX,6451774,6455142,-,K04E7.3,WBGene00003551,nas-33
chrI,6364920,6366230,+,K04F10.1,WBGene00019394,
chrI,6360846,6364062,+,K04F10.2,WBGene00019395,
chrI,6358604,6360462,+,K04F10.3,WBGene00019396,
chrI,6342231,6356680,+,K04F10.4,WBGene00000254,bli-4
chrI,6356619,6358412,-,K04F10.6,WBGene00003499,mut-2
chrI,6366363,6368084,+,K04F10.7,WBGene00019399,
chrV,1658074,1659636,-,K04F1.1,WBGene00019384,
chrV,1662570,1664503,+,K04F1.10,WBGene00019389,irld-40
chrV,1660297,1661660,+,K04F1.11,WBGene00019390,irld-43
chrV,1655089,1657245,+,K04F1.12,WBGene00019391,irld-11
chrV,1651345,1654444,+,K04F1.13,WBGene00019392,irld-44
chrV,1648300,1651143,+,K04F1.14,WBGene00019393,irld-45
chrV,1644377,1647728,+,K04F1.15,WBGene00000108,alh-2
chrV,1685628,1686864,+,K04F1.16,WBGene00005231,srh-5
chrV,1673545,1675613,-,K04F1.2,WBGene00005843,srw-96
chrV,1676474,1678328,-,K04F1.3,WBGene00005845,srw-98
chrV,1679305,1680870,-,K04F1.4,WBGene00005838,srw-91
chrV,1682579,1685089,+,K04F1.5,WBGene00005229,srh-3
chrV,1670582,1672843,+,K04F1.6,WBGene00019385,irld-41
chrV,1668506,1669789,+,K04F1.7,WBGene00019386,irld-42
chrV,1667204,1667813,+,K04F1.8,WBGene00019387,
chrV,1665252,1665949,+,K04F1.9,WBGene00019388,
chrX,14335428,14336587,+,K04G11.1,WBGene00010570,
chrX,14332724,14340411,-,K04G11.2,WBGene00004764,sel-7
chrX,14345214,14347504,-,K04G11.3,WBGene00010571,
chrX,14350070,14352078,+,K04G11.4,WBGene00010572,wdr-5.2
chrX,14353219,14358995,-,K04G11.5,WBGene00002151,irk-3
chrI,8026601,8028772,-,K04G2.1,WBGene00010560,iftb-1
chrI,8057757,8060554,+,K04G2.10,WBGene00010568,
chrI,8039879,8040591,-,K04G2.11,WBGene00010569,
chrI,8043755,8044164,+,K04G2.12,WBGene00077768,
chrI,8030954,8032879,+,K04G2.2,WBGene00045192,aho-3
chrI,8032857,8035691,-,K04G2.3,WBGene00010562,cdc-48.3
chrI,8035881,8037154,+,K04G2.4,WBGene00010563,
chrI,8036938,8038907,-,K04G2.5,WBGene00010564,ath-1
chrI,8040792,8043275,+,K04G2.6,WBGene00010565,vacl-14
chrI,8047251,8049346,-,K04G2.7,WBGene00010566,
chrI,8050038,8055469,+,K04G2.8,WBGene00000156,apr-1
chrI,8055450,8057026,-,K04G2.9,WBGene00010567,
chrIII,7162632,7164898,+,K04G7.1,WBGene00019400,
chrIII,7158849,7161091,-,K04G7.10,WBGene00004390,rnp-7
chrIII,7159100,7162055,-,K04G7.11,WBGene00019402,
chrIII,7145753,7153708,-,K04G7.3,WBGene00003858,ogt-1
chrIII,7155970,7158750,-,K04G7.4,WBGene00019401,nuo-4
chrIII,9336794,9344363,-,K04H4.1,WBGene00001263,emb-9
chrIII,9347630,9355396,-,K04H4.2,WBGene00010573,
chrIII,9360184,9361246,+,K04H4.5,WBGene00010574,
chrIII,9367159,9370302,+,K04H4.6,WBGene00000799,crn-6
chrIII,9361443,9365275,+,K04H4.7,WBGene00010575,flp-25
chrI,14251049,14252404,+,K04H8.1,WBGene00010576,clec-116
chrI,14252945,14255498,+,K04H8.2,WBGene00010577,
chrI,14255672,14256993,+,K04H8.3,WBGene00010578,
chrX,4907260,4912293,+,K05B2.2,WBGene00019403,
chrX,4912270,4915956,-,K05B2.3,WBGene00002052,ifa-4
chrX,4918989,4920948,-,K05B2.4,WBGene00019404,
chrX,4921221,4929720,-,K05B2.5,WBGene00003986,mct-4
chrI,14718981,14720471,-,K05C4.1,WBGene00003951,pbs-5
chrI,14725285,14726120,+,K05C4.10,WBGene00010586,
chrI,14721752,14724728,-,K05C4.11,WBGene00010587,sol-2
chrI,14720576,14721968,-,K05C4.2,WBGene00010579,
chrI,14748527,14753127,-,K05C4.3,WBGene00010580,
chrI,14735225,14736934,+,K05C4.4,WBGene00010581,
chrI,14742752,14747779,+,K05C4.5,WBGene00010582,
chrI,14738992,14742655,+,K05C4.6,WBGene00001979,hmp-2
chrI,14737603,14738784,+,K05C4.7,WBGene00010583,
chrI,14732415,14733538,+,K05C4.8,WBGene00010584,
chrI,14726867,14730708,-,K05C4.9,WBGene00010585,
chrV,16180630,16181841,+,K05D4.2,WBGene00006159,str-106
chrV,16183637,16184703,+,K05D4.3,WBGene00010588,srz-14
chrV,16173723,16175837,-,K05D4.4,WBGene00010589,cyp-33D1
chrV,16185383,16186900,+,K05D4.6,WBGene00005482,srh-277
chrV,16182390,16183520,+,K05D4.8,WBGene00010590,srz-13
chrV,16170413,16171801,-,K05D4.9,WBGene00010591,
chrII,5801362,5803927,+,K05F1.1,WBGene00019405,
chrII,5804697,5805455,-,K05F1.10,WBGene00019411,
chrII,5797873,5798319,+,K05F1.2,WBGene00003469,msp-142
chrII,5794487,5796254,+,K05F1.3,WBGene00019406,acdh-8
chrII,5789152,5794423,+,K05F1.5,WBGene00019407,
chrII,5782537,5787635,+,K05F1.6,WBGene00019408,
chrII,5797045,5797459,-,K05F1.7,WBGene00003456,msp-63
chrII,5799298,5799638,-,K05F1.8,WBGene00019409,
chrII,5799723,5801133,-,K05F1.9,WBGene00019410,
chrII,1568674,1573307,+,K05F6.1,WBGene00019412,fbxb-49
chrII,1574564,1576122,-,K05F6.10,WBGene00019421,
chrII,1540935,1542725,+,K05F6.11,WBGene00044697,poml-4
chrII,1545932,1547041,+,K05F6.12,WBGene00045486,
chrII,1556586,1563219,+,K05F6.2,WBGene00019413,fbxb-50
chrII,1550719,1553309,+,K05F6.3,WBGene00019414,fbxb-51
chrII,1543489,1545418,+,K05F6.4,WBGene00019415,
chrII,1538898,1539915,+,K05F6.5,WBGene00019416,fbxb-44
chrII,1547067,1549959,-,K05F6.6,WBGene00019417,fbxb-52
chrII,1555264,1556318,-,K05F6.7,WBGene00019418,fbxb-54
chrII,1567331,1567753,-,K05F6.8,WBGene00019419,
chrII,1570089,1571141,-,K05F6.9,WBGene00019420,fbxb-46
chrX,16501259,16501870,+,K05G3.1,WBGene00019422,
chrX,16494857,16499802,+,K05G3.2,WBGene00019423,
chrX,16487406,16489323,+,K05G3.3,WBGene00000281,cah-3
chrII,6454942,6456408,+,K06A1.1,WBGene00019424,aptf-1
chrII,6443999,6446102,+,K06A1.2,WBGene00019425,
chrII,6441396,6443889,+,K06A1.3,WBGene00019426,cutl-16
chrII,6446113,6449775,-,K06A1.4,WBGene00003621,nhr-22
chrII,6450898,6453366,-,K06A1.5,WBGene00019427,atg-16.2
chrII,6456507,6467610,-,K06A1.6,WBGene00019428,dgk-5
chrV,9478140,9479580,+,K06A4.1,WBGene00003522,nas-3
chrV,9489500,9489776,-,K06A4.10,WBGene00077497,
chrV,9485741,9489009,+,K06A4.2,WBGene00010592,
chrV,9497027,9499354,+,K06A4.3,WBGene00010593,gsnl-1
chrV,9501375,9504554,+,K06A4.4,WBGene00010594,swt-5
chrV,9505665,9507090,+,K06A4.5,WBGene00010595,haao-1
chrV,9480536,9481113,-,K06A4.6,WBGene00010596,
chrV,9489910,9491468,-,K06A4.7,WBGene00010597,
chrI,6473209,6477148,+,K06A5.1,WBGene00019429,
chrI,6468131,6469427,+,K06A5.2,WBGene00019430,
chrI,6466852,6467517,+,K06A5.3,WBGene00019431,
chrI,6460435,6464265,+,K06A5.4,WBGene00019432,knl-2
chrI,6464198,6466943,-,K06A5.6,WBGene00019433,acdh-3
chrI,6469387,6471953,-,K06A5.7,WBGene00000386,cdc-25.1
chrI,6474185,6488984,-,K06A5.8,WBGene00019434,nmtn-1
chrX,1547500,1560553,+,K06A9.1,WBGene00019435,
chrX,1536412,1540282,+,K06A9.2,WBGene00019436,
chrX,1534415,1534939,-,K06A9.3,WBGene00019437,
chrV,15674007,15680055,+,K06B4.1,WBGene00003641,nhr-51
chrV,15698509,15699880,-,K06B4.10,WBGene00010604,nhr-199
chrV,15700645,15702343,-,K06B4.11,WBGene00003643,nhr-53
chrV,15704937,15709520,+,K06B4.12,WBGene00006686,twk-34
chrV,15670413,15671833,+,K06B4.15,WBGene00077450,
chrV,15677563,15680057,+,K06B4.2,WBGene00003642,nhr-52
chrV,15672647,15673217,-,K06B4.3,WBGene00010598,
chrV,15669151,15670138,+,K06B4.4,WBGene00010599,
chrV,15686071,15687571,+,K06B4.5,WBGene00010600,nhr-196
chrV,15690185,15691587,+,K06B4.6,WBGene00010601,nhr-268
chrV,15687941,15689740,+,K06B4.7,WBGene00010602,nhr-197
chrV,15693975,15696198,+,K06B4.8,WBGene00010603,nhr-198
chrV,15696766,15698180,-,K06B4.9,WBGene00005920,srx-29
chrIV,4197460,4198358,+,K06B9.1,WBGene00019438,cyp-25A6
chrIV,4188999,4195887,+,K06B9.2,WBGene00019439,
chrIV,4191533,4192924,-,K06B9.4,WBGene00019441,
chrIV,4199658,4204368,-,K06B9.5,WBGene00003938,pax-2
chrIV,4196166,4196688,-,K06B9.6,WBGene00044478,
chrV,8887379,8888844,-,K06C4.1,WBGene00019442,
chrV,8898173,8898623,+,K06C4.10,WBGene00001892,his-18
chrV,8895743,8896126,+,K06C4.11,WBGene00001893,his-19
chrV,8892537,8892908,+,K06C4.12,WBGene00001896,his-22
chrV,8890016,8890426,+,K06C4.13,WBGene00001901,his-27
chrV,8899254,8902192,+,K06C4.17,WBGene00019448,frpr-13
chrV,8889466,8889777,-,K06C4.2,WBGene00001902,his-28
chrV,8891861,8892244,-,K06C4.3,WBGene00001895,his-21
chrV,8895079,8895450,-,K06C4.4,WBGene00001894,his-20
chrV,8897503,8897970,-,K06C4.5,WBGene00001891,his-17
chrV,8909703,8914013,-,K06C4.6,WBGene00003386,mod-1
chrV,8914893,8916773,+,K06C4.7,WBGene00019443,
chrV,8907607,8909420,+,K06C4.8,WBGene00019444,frpr-11
chrV,8902317,8905401,+,K06C4.9,WBGene00019445,frpr-12
chrX,14214870,14219020,+,K06G5.1,WBGene00010605,
chrX,14225504,14228845,+,K06G5.2,WBGene00010606,cyp-13B2
chrX,14219499,14223187,-,K06G5.3,WBGene00010607,
chrV,588136,589647,+,K06H6.1,WBGene00019449,
chrV,585779,587251,+,K06H6.2,WBGene00019450,
chrV,581917,583432,+,K06H6.3,WBGene00019451,nstp-7
chrV,579188,581373,+,K06H6.4,WBGene00019452,
chrV,576371,578429,+,K06H6.5,WBGene00019453,
chrV,583804,585309,-,K06H6.6,WBGene00019454,
chrIII,8099261,8100572,+,K06H7.1,WBGene00019455,
chrIII,8093519,8096241,+,K06H7.2,WBGene00019456,
chrIII,8088416,8091534,+,K06H7.3,WBGene00019457,vms-1
chrIII,8085638,8088382,+,K06H7.4,WBGene00001743,grp-1
chrIII,8080547,8083630,+,K06H7.6,WBGene00000143,apc-2
chrIII,8083630,8085449,-,K06H7.7,WBGene00019458,
chrIII,8096670,8098150,-,K06H7.8,WBGene00019459,
chrIII,8091640,8092977,+,K06H7.9,WBGene00019460,idi-1
chrI,9582673,9583513,-,K07A1.1,WBGene00010608,
chrI,9615188,9616346,-,K07A1.10,WBGene00010616,
chrI,9616500,9618101,-,K07A1.11,WBGene00004312,rba-1
chrI,9618193,9619754,-,K07A1.12,WBGene00003036,lin-53
chrI,9583867,9584777,-,K07A1.13,WBGene00010617,
chrI,9608965,9609697,-,K07A1.15,WBGene00010619,
chrI,9605923,9608929,+,K07A1.16,WBGene00000177,aqp-9
chrI,9581777,9582577,-,K07A1.17,WBGene00044987,
chrI,9585309,9587198,+,K07A1.2,WBGene00010609,dut-1
chrI,8666588,8669782,+,K07A12.1,WBGene00010620,
chrI,8676657,8681328,-,K07A12.2,WBGene00010621,egg-6
chrI,8692938,8693463,+,K07A12.3,WBGene00000209,asg-1
chrI,8687625,8690925,-,K07A12.4,WBGene00010622,
chrI,8693445,8695153,-,K07A12.5,WBGene00010623,
chrI,8683214,8687103,-,K07A12.6,WBGene00001990,hot-5
chrI,8691036,8692485,-,K07A12.7,WBGene00010624,mrps-15
chrI,8669972,8670952,-,K07A12.8,WBGene00086557,
chrI,9587191,9588120,-,K07A1.3,WBGene00010610,
chrI,9588653,9589923,-,K07A1.4,WBGene00010611,
chrI,9590587,9591817,+,K07A1.5,WBGene00010612,
chrI,9591972,9593094,-,K07A1.6,WBGene00010613,
chrI,9595661,9598355,-,K07A1.7,WBGene00010614,cri-1
chrI,9608918,9611590,-,K07A1.8,WBGene00002070,ile-1
chrI,9611809,9615074,-,K07A1.9,WBGene00010615,
chrI,2580937,2586128,-,K07A3.1,WBGene00001404,fbp-1
chrI,2587543,2595282,-,K07A3.2,WBGene00004226,ptr-12
chrI,2599981,2602651,+,K07A3.3,WBGene00019461,
chrIV,1824527,1834121,+,K07A9.2,WBGene00000553,cmk-1
chrIV,1834625,1836420,+,K07A9.3,WBGene00019462,
chrV,9347113,9348661,+,K07B1.1,WBGene00006623,try-5
chrV,9336734,9338834,+,K07B1.2,WBGene00000766,coq-6
chrV,9334747,9336637,+,K07B1.3,WBGene00006729,ucp-4
chrV,9328946,9331496,+,K07B1.4,WBGene00019464,
chrV,9327135,9333040,-,K07B1.5,WBGene00019465,acl-14
chrV,9342771,9344194,-,K07B1.6,WBGene00019466,tos-1
chrV,9345029,9346938,-,K07B1.7,WBGene00019467,
chrV,9338835,9340910,-,K07B1.8,WBGene00019468,
chrII,11157233,11162273,-,K07C10.1,WBGene00004227,ptr-13
chrV,8224945,8226017,+,K07C11.1,WBGene00003937,pax-1
chrV,8226041,8226832,-,K07C11.10,WBGene00019482,
chrV,8221390,8223567,+,K07C11.2,WBGene00000098,air-1
chrV,8206847,8207979,+,K07C11.3,WBGene00019476,
chrV,8203421,8205965,+,K07C11.4,WBGene00019477,
chrV,8201788,8202541,+,K07C11.5,WBGene00019478,cri-2
chrV,8207608,8213948,-,K07C11.7,WBGene00019479,
chrV,8215543,8217749,-,K07C11.8,WBGene00019480,
chrV,8217845,8221296,-,K07C11.9,WBGene00019481,cogc-6
chrV,10334987,10338334,-,K07C5.1,WBGene00000200,arx-2
chrV,10342509,10342589,+,K07C5.13,WBGene00050947,
chrV,10339477,10340947,+,K07C5.2,WBGene00010625,
chrV,10343007,10345465,+,K07C5.3,WBGene00010626,
chrV,10350448,10352957,-,K07C5.4,WBGene00010627,
chrV,10356259,10357880,-,K07C5.5,WBGene00010628,ceeh-2
chrV,10353563,10355801,-,K07C5.6,WBGene00010629,
chrV,10358528,10361553,+,K07C5.7,WBGene00010630,ttll-15
chrV,10362238,10365991,+,K07C5.8,WBGene00010631,cash-1
chrV,10346639,10350129,-,K07C5.9,WBGene00010632,
chrV,3916824,3918431,+,K07C6.10,WBGene00005958,srx-67
chrV,3912794,3914582,+,K07C6.11,WBGene00005959,srx-68
chrV,3945338,3947029,+,K07C6.2,WBGene00019470,cyp-35B3
chrV,3942200,3944504,+,K07C6.3,WBGene00019471,cyp-35B2
chrV,3939112,3941220,+,K07C6.4,WBGene00019472,cyp-35B1
chrV,3936359,3938481,+,K07C6.5,WBGene00019473,cyp-35A5
chrV,3931611,3933379,+,K07C6.6,WBGene00005954,srx-63
chrV,3929508,3930663,+,K07C6.7,WBGene00005955,srx-64
chrV,3921920,3922949,+,K07C6.8,WBGene00005956,srx-65
chrV,3919574,3920810,+,K07C6.9,WBGene00005957,srx-66
chrII,4044774,4047250,-,K07D4.2,WBGene00019483,
chrII,4043064,4044340,-,K07D4.3,WBGene00004467,rpn-11
chrII,4031170,4032651,-,K07D4.4,WBGene00019484,
chrII,4020325,4025554,-,K07D4.5,WBGene00019485,
chrII,4016830,4018704,-,K07D4.6,WBGene00019486,
chrII,4004892,4016080,+,K07D4.7,WBGene00019487,ephx-1
chrII,4038874,4043132,+,K07D4.8,WBGene00004135,pqn-48
chrII,4028580,4030020,+,K07D4.9,WBGene00019488,
chrIII,7479616,7489010,-,K07D8.1,WBGene00003497,mup-4
chrII,4550891,4552174,+,K07E1.1,WBGene00019489,
chrIII,6746253,6794709,+,K07E12.1,WBGene00000998,dig-1
chrIII,6737281,6737692,+,K07E12.2,WBGene00019501,
chrX,8110400,8113981,+,K07E3.1,WBGene00019490,
chrX,8104259,8107508,+,K07E3.2,WBGene00019491,
chrX,8084159,8086501,-,K07E3.3,WBGene00000929,dao-3
chrX,8080823,8083969,-,K07E3.4,WBGene00019492,
chrX,8089753,8098814,-,K07E3.7,WBGene00019493,catp-5
chrX,8087340,8089629,-,K07E3.8,WBGene00006890,vem-1
chrX,8108045,8109075,+,K07E3.9,WBGene00194670,
chrII,667762,668449,+,K07E8.1,WBGene00019494,
chrII,669513,671132,-,K07E8.11,WBGene00005558,sri-46
chrII,658676,659874,+,K07E8.3,WBGene00019495,sdz-24
chrII,651934,654069,+,K07E8.5,WBGene00019496,frpr-14
chrII,638155,639495,-,K07E8.6,WBGene00019497,
chrII,641012,650374,-,K07E8.7,WBGene00019498,
chrII,660098,661803,-,K07E8.9,WBGene00005557,sri-45
chrIV,9835977,9836431,-,K07F5.1,WBGene00003467,msp-81
chrIV,9852534,9853538,+,K07F5.11,WBGene00006050,ssq-1
chrIV,9855990,9858518,+,K07F5.12,WBGene00010637,
chrIV,9858466,9862098,+,K07F5.13,WBGene00003787,npp-1
chrIV,9862199,9864060,+,K07F5.14,WBGene00010638,
chrIV,9865056,9866143,+,K07F5.15,WBGene00010639,
chrIV,9864159,9864855,+,K07F5.16,WBGene00010640,
chrIV,9842408,9842972,+,K07F5.17,WBGene00045180,
chrIV,9837612,9838045,+,K07F5.2,WBGene00003425,msp-10
chrIV,9841423,9841931,+,K07F5.3,WBGene00003449,msp-56
chrIV,9839089,9841052,-,K07F5.4,WBGene00002206,kin-24
chrIV,9844009,9844317,+,K07F5.5,WBGene00010633,nspd-2
chrIV,9844969,9846627,-,K07F5.6,WBGene00010634,
chrIV,9847704,9848155,-,K07F5.7,WBGene00010635,
chrIV,9848463,9849704,-,K07F5.8,WBGene00010636,
chrIV,9850626,9851050,-,K07F5.9,WBGene00006039,ssp-10
chrI,7152458,7156784,-,K07G5.1,WBGene00010641,crml-1
chrI,7159712,7160916,+,K07G5.2,WBGene00006963,xpa-1
chrI,7161014,7166516,+,K07G5.3,WBGene00010642,mks-6
chrI,7166930,7168682,-,K07G5.4,WBGene00010643,
chrI,7170024,7172187,+,K07G5.5,WBGene00010644,
chrI,7149935,7151869,-,K07G5.6,WBGene00010645,fecl-1
chrII,1741554,1742195,+,K07G6.1,WBGene00019502,
chrIV,8294677,8298923,+,K07H8.1,WBGene00019503,
chrIV,8286573,8289518,-,K07H8.10,WBGene00019510,
chrIV,8273105,8275319,-,K07H8.11,WBGene00044510,
chrIV,8275788,8276698,-,K07H8.12,WBGene00044509,
chrIV,8291526,8294583,+,K07H8.2,WBGene00019504,
chrIV,8290253,8291485,+,K07H8.3,WBGene00019505,
chrIV,8271057,8273135,+,K07H8.5,WBGene00019506,
chrIV,8261131,8266449,+,K07H8.6,WBGene00006930,vit-6
chrIV,8259374,8259965,-,K07H8.7,WBGene00019507,
chrIV,8266738,8268421,-,K07H8.8,WBGene00019508,
chrIV,8285162,8286457,-,K07H8.9,WBGene00019509,
chrII,2997024,3000656,+,K08A2.1,WBGene00019511,
chrII,2991616,2994312,+,K08A2.2,WBGene00019512,
chrII,2988310,2991296,+,K08A2.4,WBGene00019513,
chrII,2976642,2986018,+,K08A2.5,WBGene00003678,nhr-88
chrX,7479201,7480965,+,K08A8.1,WBGene00003185,mek-1
chrX,7458237,7463691,-,K08A8.2,WBGene00004949,sox-2
chrX,7465146,7475249,-,K08A8.3,WBGene00000591,coh-1
chrV,6259390,6260766,+,K08B12.1,WBGene00019520,
chrV,6239349,6252440,+,K08B12.2,WBGene00019521,dmd-7
chrV,6235157,6237654,+,K08B12.3,WBGene00019522,
chrV,6256007,6267174,-,K08B12.5,WBGene00006437,mrck-1
chrIV,6095400,6110630,+,K08B4.1,WBGene00002245,lag-1
chrIV,6075275,6076145,-,K08B4.2,WBGene00019514,
chrIV,6076678,6079933,-,K08B4.3,WBGene00019515,ugt-19
chrIV,6080884,6083580,-,K08B4.4,WBGene00019516,ugt-20
chrIV,6086338,6089392,-,K08B4.5,WBGene00019517,
chrIV,6092587,6093636,-,K08B4.6,WBGene00000535,cpi-1
chrIV,6091471,6092345,-,K08B4.7,WBGene00023486,
chrX,16558371,16562236,+,K08B5.1,WBGene00019518,
chrX,16551093,16553803,-,K08B5.2,WBGene00019519,
chrIV,10656854,10660763,+,K08C7.1,WBGene00010646,
chrIV,10661837,10664384,+,K08C7.2,WBGene00001476,fmo-1
chrIV,10666807,10679460,+,K08C7.3,WBGene00001328,epi-1
chrIV,10679311,10680455,-,K08C7.4,WBGene00010647,
chrIV,10682504,10684365,+,K08C7.5,WBGene00001477,fmo-2
chrIV,10684412,10685874,-,K08C7.6,WBGene00010648,
chrIV,10664401,10665666,+,K08C7.7,WBGene00010649,
chrI,11484760,11486526,-,K08C9.1,WBGene00010650,
chrI,11492348,11492763,-,K08C9.10,WBGene00086564,
chrI,11486886,11488432,-,K08C9.2,WBGene00010651,
chrI,11489147,11490550,-,K08C9.4,WBGene00000641,col-65
chrI,11483382,11484561,+,K08C9.5,WBGene00010652,
chrI,11498893,11499645,-,K08C9.6,WBGene00010653,
chrI,11495511,11496235,-,K08C9.7,WBGene00010654,
chrI,11498390,11498705,-,K08C9.9,WBGene00086563,
chrIV,4154391,4157125,+,K08D10.10,WBGene00019533,
chrIV,4184941,4186116,-,K08D10.11,WBGene00019534,
chrIV,4178454,4179527,+,K08D10.12,WBGene00019535,
chrIV,4170769,4171562,-,K08D10.13,WBGene00195048,
chrIV,4176379,4178354,+,K08D10.2,WBGene00001033,dnj-15
chrIV,4174078,4176259,+,K08D10.3,WBGene00004386,rnp-3
chrIV,4172095,4173981,+,K08D10.4,WBGene00004385,rnp-2
chrIV,4168031,4169884,+,K08D10.5,WBGene00019529,
chrIV,4164685,4166222,+,K08D10.7,WBGene00019530,scrm-8
chrIV,4162510,4164474,+,K08D10.8,WBGene00019531,scrm-5
chrIV,4158184,4161782,+,K08D10.9,WBGene00019532,
chrIV,1708803,1709752,-,K08D12.1,WBGene00003947,pbs-1
chrIV,1711278,1714178,+,K08D12.2,WBGene00019536,rpi-2
chrIV,1710257,1711140,+,K08D12.3,WBGene00019537,
chrIV,1707296,1707774,+,K08D12.4,WBGene00019538,
chrIV,1699898,1702819,+,K08D12.5,WBGene00044618,bus-2
chrIV,1720789,1723068,+,K08D12.6,WBGene00019540,
chrIV,1723198,1724142,-,K08D12.7,WBGene00044293,
chrIV,1726139,1727916,+,K08D12.8,WBGene00195004,
chrIV,12892489,12893259,+,K08D8.1,WBGene00010655,
chrIV,12900543,12900873,+,K08D8.10,WBGene00194919,
chrIV,12895272,12895376,+,K08D8.11,WBGene00194925,
chrIV,12893552,12894700,+,K08D8.12,WBGene00194926,
chrIV,12903093,12903738,+,K08D8.2,WBGene00010656,
